Algorithm,Metric,k,Value
video_audio,Coverage@k,18,0.9951783992285439
video_audio,Coverage@k,19,0.9959016393442623
video_audio,Coverage@k,20,0.996142719382835
video_audio,Pop@k,1,
video_audio,Pop@k,2,
video_audio,Pop@k,3,
video_audio,Pop@k,4,
video_audio,Pop@k,5,
video_audio,Pop@k,6,
video_audio,Pop@k,7,
video_audio,Pop@k,8,
video_audio,Pop@k,9,
video_audio,Pop@k,10,
video_audio,Pop@k,11,
video_audio,Pop@k,12,
video_audio,Pop@k,13,
video_audio,Pop@k,14,
video_audio,Pop@k,15,
video_audio,Pop@k,16,
video_audio,Pop@k,17,
video_audio,Pop@k,18,
video_audio,Pop@k,19,
video_audio,Pop@k,20,
nn_late_fusion,Precision@k,1,0.5824493731918997
nn_late_fusion,Precision@k,2,0.5800385728061717
nn_late_fusion,Precision@k,3,0.5822082931533278
nn_late_fusion,Precision@k,4,0.5822082931533269
nn_late_fusion,Precision@k,5,0.5820636451301799
nn_late_fusion,Precision@k,6,0.5816055930568941
nn_late_fusion,Precision@k,7,0.5807273729163832
nn_late_fusion,Precision@k,8,0.5805207328833173
nn_late_fusion,Precision@k,9,0.5798778527804623
nn_late_fusion,Precision@k,10,0.5798457087753152
nn_late_fusion,Precision@k,11,0.5780880161304487
nn_late_fusion,Precision@k,12,0.5773666023786579
nn_late_fusion,Precision@k,13,0.5767932645946096
nn_late_fusion,Precision@k,14,0.5769561923129883
nn_late_fusion,Precision@k,15,0.5761652201864317
nn_late_fusion,Precision@k,16,0.5754279170684667
nn_late_fusion,Precision@k,17,0.5751318849622823
nn_late_fusion,Precision@k,18,0.57441337190614
nn_late_fusion,Precision@k,19,0.5734659696492971
nn_late_fusion,Precision@k,20,0.5727097396335569
nn_late_fusion,Recall@k,1,0.00046555104072823093
nn_late_fusion,Recall@k,2,0.0009131047200096746
nn_late_fusion,Recall@k,3,0.0013550637016892602
nn_late_fusion,Recall@k,4,0.001791484682042665
nn_late_fusion,Recall@k,5,0.002214615133116009
nn_late_fusion,Recall@k,6,0.002650973512398855
nn_late_fusion,Recall@k,7,0.003069879909226292
nn_late_fusion,Recall@k,8,0.00346627181373208
nn_late_fusion,Recall@k,9,0.003886820027555461
nn_late_fusion,Recall@k,10,0.004287459712208883
nn_late_fusion,Recall@k,11,0.004679413250453428
nn_late_fusion,Recall@k,12,0.0050905605908453146
nn_late_fusion,Recall@k,13,0.005513235943007007
nn_late_fusion,Recall@k,14,0.005938796383154362
nn_late_fusion,Recall@k,15,0.006324401979823313
nn_late_fusion,Recall@k,16,0.006712596226750449
nn_late_fusion,Recall@k,17,0.007110435110176764
nn_late_fusion,Recall@k,18,0.007497174848306575
nn_late_fusion,Recall@k,19,0.007865555994843771
nn_late_fusion,Recall@k,20,0.008242954428579048
nn_late_fusion,MRR@k,1,0.5824493731918997
nn_late_fusion,MRR@k,2,0.6648987463837994
nn_late_fusion,MRR@k,3,0.6887656702025082
nn_late_fusion,MRR@k,4,0.6981075216972048
nn_late_fusion,MRR@k,5,0.702061234329798
nn_late_fusion,MRR@k,6,0.7043514946962389
nn_late_fusion,MRR@k,7,0.7057979749276763
nn_late_fusion,MRR@k,8,0.7068527000964323
nn_late_fusion,MRR@k,9,0.7076295135540563
nn_late_fusion,MRR@k,10,0.7082563216543453
nn_late_fusion,MRR@k,11,0.7086508162629188
nn_late_fusion,MRR@k,12,0.7089923463175637
nn_late_fusion,MRR@k,13,0.7092334263561363
nn_late_fusion,MRR@k,14,0.7095089464002193
nn_late_fusion,MRR@k,15,0.7097018104310775
nn_late_fusion,MRR@k,16,0.709882620460007
nn_late_fusion,MRR@k,17,0.7101378816773192
nn_late_fusion,MRR@k,18,0.7102316350256532
nn_late_fusion,MRR@k,19,0.7102823887179845
nn_late_fusion,MRR@k,20,0.7103547127295564
nn_late_fusion,nDCG@k,1,0.5824493731918997
nn_late_fusion,nDCG@k,2,0.5805841233980968
nn_late_fusion,nDCG@k,3,0.5819834211552266
nn_late_fusion,nDCG@k,4,0.5820212283302421
nn_late_fusion,nDCG@k,5,0.5819508794094185
nn_late_fusion,nDCG@k,6,0.581666796056867
nn_late_fusion,nDCG@k,7,0.5810979171307976
nn_late_fusion,nDCG@k,8,0.5809364397574959
nn_late_fusion,nDCG@k,9,0.5804976388648018
nn_late_fusion,nDCG@k,10,0.5804377573161745
nn_late_fusion,nDCG@k,11,0.5792851599631975
nn_late_fusion,nDCG@k,12,0.5787622673825474
nn_late_fusion,nDCG@k,13,0.5783282746187836
nn_late_fusion,nDCG@k,14,0.5783623019262966
nn_late_fusion,nDCG@k,15,0.5777962763500926
nn_late_fusion,nDCG@k,16,0.5772588946702876
nn_late_fusion,nDCG@k,17,0.5770001188078993
nn_late_fusion,nDCG@k,18,0.5764712423918233
nn_late_fusion,nDCG@k,19,0.575790529787048
nn_late_fusion,nDCG@k,20,0.575226768304837
nn_late_fusion,Coverage@k,1,0.5655737704918032
nn_late_fusion,Coverage@k,2,0.7584378013500482
nn_late_fusion,Coverage@k,3,0.8404050144648023
nn_late_fusion,Coverage@k,4,0.8864513018322083
nn_late_fusion,Coverage@k,5,0.9134522661523626
nn_late_fusion,Coverage@k,6,0.9322565091610414
nn_late_fusion,Coverage@k,7,0.9421407907425265
nn_late_fusion,Coverage@k,8,0.9534715525554484
nn_late_fusion,Coverage@k,9,0.9604628736740598
nn_late_fusion,Coverage@k,10,0.9660077145612344
nn_late_fusion,Coverage@k,11,0.9686595949855352
nn_late_fusion,Coverage@k,12,0.9742044358727098
nn_late_fusion,Coverage@k,13,0.9773384763741563
nn_late_fusion,Coverage@k,14,0.9792671166827387
nn_late_fusion,Coverage@k,15,0.982642237222758
nn_late_fusion,Coverage@k,16,0.9840887174541948
nn_late_fusion,Coverage@k,17,0.9857762777242044
nn_late_fusion,Coverage@k,18,0.9872227579556413
nn_late_fusion,Coverage@k,19,0.9879459980713597
nn_late_fusion,Coverage@k,20,0.9884281581485053
nn_late_fusion,Pop@k,1,
nn_late_fusion,Pop@k,2,
nn_late_fusion,Pop@k,3,
nn_late_fusion,Pop@k,4,
nn_late_fusion,Pop@k,5,
nn_late_fusion,Pop@k,6,
nn_late_fusion,Pop@k,7,
nn_late_fusion,Pop@k,8,
nn_late_fusion,Pop@k,9,
nn_late_fusion,Pop@k,10,
nn_late_fusion,Pop@k,11,
nn_late_fusion,Pop@k,12,
nn_late_fusion,Pop@k,13,
nn_late_fusion,Pop@k,14,
nn_late_fusion,Pop@k,15,
nn_late_fusion,Pop@k,16,
nn_late_fusion,Pop@k,17,
nn_late_fusion,Pop@k,18,
nn_late_fusion,Pop@k,19,
nn_late_fusion,Pop@k,20,
