Algorithm,Metric,k,Value
early_TV,Coverage@k,15,0.8054484088717454
early_TV,Coverage@k,16,0.8107521697203471
early_TV,Coverage@k,17,0.8165380906460945
early_TV,Coverage@k,18,0.8203953712632595
early_TV,Coverage@k,19,0.8254580520732884
early_TV,Coverage@k,20,0.8324493731918997
early_TV,Pop@k,1,39.10486981677917
early_TV,Pop@k,2,39.34112825458052
early_TV,Pop@k,3,39.518000642880104
early_TV,Pop@k,4,39.545081967213115
early_TV,Pop@k,5,39.65216972034716
early_TV,Pop@k,6,39.674140147862424
early_TV,Pop@k,7,39.682807549249205
early_TV,Pop@k,8,39.67565694310511
early_TV,Pop@k,9,39.666104146576664
early_TV,Pop@k,10,39.66733365477338
early_TV,Pop@k,11,39.65779784342948
early_TV,Pop@k,12,39.674762937962065
early_TV,Pop@k,13,39.68566871893776
early_TV,Pop@k,14,39.673767047802734
early_TV,Pop@k,15,39.65882352941176
early_TV,Pop@k,16,39.64966550144648
early_TV,Pop@k,17,39.64335753587839
early_TV,Pop@k,18,39.630384120861464
early_TV,Pop@k,19,39.63067806932954
early_TV,Pop@k,20,39.62779652844744
late_TV,Precision@k,1,0.6270491803278688
late_TV,Precision@k,2,0.6102941176470589
late_TV,Precision@k,3,0.602539376406299
late_TV,Precision@k,4,0.5929363548698168
late_TV,Precision@k,5,0.5875602700096402
late_TV,Precision@k,6,0.5861861137897781
late_TV,Precision@k,7,0.5822082931533298
late_TV,Precision@k,8,0.5785619575699132
late_TV,Precision@k,9,0.5784581592199761
late_TV,Precision@k,10,0.5770491803278706
late_TV,Precision@k,11,0.5751731393004316
late_TV,Precision@k,12,0.5734691417550614
late_TV,Precision@k,13,0.5721385653883185
late_TV,Precision@k,14,0.5708430913348934
late_TV,Precision@k,15,0.5688363870138193
late_TV,Precision@k,16,0.5677284233365477
late_TV,Precision@k,17,0.5663962788587033
late_TV,Precision@k,18,0.5656809171756135
late_TV,Precision@k,19,0.5647617114145104
late_TV,Precision@k,20,0.5637656702025072
late_TV,Recall@k,1,0.000640084721901301
late_TV,Recall@k,2,0.0011378807375643897
late_TV,Recall@k,3,0.0016752139991181789
late_TV,Recall@k,4,0.0021426239314117006
late_TV,Recall@k,5,0.002551092113951697
late_TV,Recall@k,6,0.0029732191458463936
late_TV,Recall@k,7,0.003400847414336394
late_TV,Recall@k,8,0.0037959043151913293
late_TV,Recall@k,9,0.0042212460385393025
late_TV,Recall@k,10,0.004682899038382534
late_TV,Recall@k,11,0.0051138970500389114
late_TV,Recall@k,12,0.005489674010515804
late_TV,Recall@k,13,0.005884589782734152
late_TV,Recall@k,14,0.006289579415288455
late_TV,Recall@k,15,0.006686097744230446
late_TV,Recall@k,16,0.007076189738245257
late_TV,Recall@k,17,0.007446968378330568
late_TV,Recall@k,18,0.007831986502908369
late_TV,Recall@k,19,0.00830066604671201
late_TV,Recall@k,20,0.008687828820214665
late_TV,MRR@k,1,0.6270491803278688
late_TV,MRR@k,2,0.7014223722275795
late_TV,MRR@k,3,0.7226374156219878
late_TV,MRR@k,4,0.7294479267116698
late_TV,MRR@k,5,0.7338355834136939
late_TV,MRR@k,6,0.7359651237544201
late_TV,MRR@k,7,0.7373427239748368
late_TV,MRR@k,8,0.7384878541580576
late_TV,MRR@k,9,0.7392378809447289
late_TV,MRR@k,10,0.7398164730373035
late_TV,MRR@k,11,0.7403424658487348
late_TV,MRR@k,12,0.7405433658808788
late_TV,MRR@k,13,0.7408586243928584
late_TV,MRR@k,14,0.7410652644259208
late_TV,MRR@k,15,0.7411456244387784
late_TV,MRR@k,16,0.741251096955654
late_TV,MRR@k,17,0.7413787275643101
late_TV,MRR@k,18,0.7414590875771678
late_TV,MRR@k,19,0.7415986602310783
late_TV,MRR@k,20,0.7416709842426502
late_TV,nDCG@k,1,0.6270491803278688
late_TV,nDCG@k,2,0.6140856942609443
late_TV,nDCG@k,3,0.6077373385043053
late_TV,nDCG@k,4,0.600405288536386
late_TV,nDCG@k,5,0.5958984783617758
late_TV,nDCG@k,6,0.5941109951105035
late_TV,nDCG@k,7,0.5908335872561757
late_TV,nDCG@k,8,0.5878282500914941
late_TV,nDCG@k,9,0.5871177433230904
late_TV,nDCG@k,10,0.5856843308720381
late_TV,nDCG@k,11,0.584006037619733
late_TV,nDCG@k,12,0.5824627186031114
late_TV,nDCG@k,13,0.5811829344727386
late_TV,nDCG@k,14,0.5799520507496252
late_TV,nDCG@k,15,0.5782880526747163
late_TV,nDCG@k,16,0.5772069323186538
late_TV,nDCG@k,17,0.5760003317676663
late_TV,nDCG@k,18,0.5752032330568645
late_TV,nDCG@k,19,0.5743076197065353
late_TV,nDCG@k,20,0.5733620600427218
late_TV,Coverage@k,1,0.39151398264223725
late_TV,Coverage@k,2,0.5156702025072324
late_TV,Coverage@k,3,0.5790742526518804
late_TV,Coverage@k,4,0.6292189006750241
late_TV,Coverage@k,5,0.6668273866923818
late_TV,Coverage@k,6,0.6967213114754098
late_TV,Coverage@k,7,0.7157666345226615
late_TV,Coverage@k,8,0.7355351976856316
late_TV,Coverage@k,9,0.7514464802314368
late_TV,Coverage@k,10,0.7651880424300868
late_TV,Coverage@k,11,0.7757955641272902
late_TV,Coverage@k,12,0.7856798457087754
late_TV,Coverage@k,13,0.7953230472516876
late_TV,Coverage@k,14,0.8030376084860174
late_TV,Coverage@k,15,0.809787849566056
late_TV,Coverage@k,16,0.8162970106075217
late_TV,Coverage@k,17,0.8216007714561234
late_TV,Coverage@k,18,0.8259402121504339
late_TV,Coverage@k,19,0.8305207328833173
late_TV,Coverage@k,20,0.8353423336547734
late_TV,Pop@k,1,39.024831243973
late_TV,Pop@k,2,39.21371745419479
late_TV,Pop@k,3,39.44013179042109
late_TV,Pop@k,4,39.470949855351975
late_TV,Pop@k,5,39.46957569913211
late_TV,Pop@k,6,39.46142719382835
late_TV,Pop@k,7,39.54125912660145
late_TV,Pop@k,8,39.51539898746384
late_TV,Pop@k,9,39.51510768241723
late_TV,Pop@k,10,39.56393442622951
late_TV,Pop@k,11,39.54639694924169
late_TV,Pop@k,12,39.52909032465445
late_TV,Pop@k,13,39.531173503449295
late_TV,Pop@k,14,39.54456536713045
late_TV,Pop@k,15,39.5300225008036
late_TV,Pop@k,16,39.53212391513983
late_TV,Pop@k,17,39.52208009529752
late_TV,Pop@k,18,39.50447337404908
late_TV,Pop@k,19,39.510252245850886
late_TV,Pop@k,20,39.51247589199614
early_ATV,Precision@k,1,0.6576663452266153
early_ATV,Precision@k,2,0.6456123432979749
early_ATV,Precision@k,3,0.6358084217293468
early_ATV,Precision@k,4,0.6323529411764706
early_ATV,Precision@k,5,0.6289778206364511
early_ATV,Precision@k,6,0.6250803600128562
early_ATV,Precision@k,7,0.6225030996004957
early_ATV,Precision@k,8,0.6209016393442623
early_ATV,Precision@k,9,0.6194417657773512
early_ATV,Precision@k,10,0.6177193828351065
early_ATV,Precision@k,11,0.6162882440606693
early_ATV,Precision@k,12,0.6142116682738666
early_ATV,Precision@k,13,0.6129367257621791
early_ATV,Precision@k,14,0.6115683978509425
early_ATV,Precision@k,15,0.6099485695917648
early_ATV,Precision@k,16,0.6093147299903569
early_ATV,Precision@k,17,0.6085143797152508
early_ATV,Precision@k,18,0.6074949105325183
early_ATV,Precision@k,19,0.606481246510688
early_ATV,Precision@k,20,0.6056653809064605
early_ATV,Recall@k,1,0.0006748366040511866
early_ATV,Recall@k,2,0.0012162565065678382
early_ATV,Recall@k,3,0.0017458236017090223
early_ATV,Recall@k,4,0.0022783377667063617
early_ATV,Recall@k,5,0.002860458654326182
early_ATV,Recall@k,6,0.0033295575623636378
early_ATV,Recall@k,7,0.0037848165699906748
early_ATV,Recall@k,8,0.004293746838374696
early_ATV,Recall@k,9,0.004743156716932302
early_ATV,Recall@k,10,0.005193798735632018
early_ATV,Recall@k,11,0.005662133855016092
early_ATV,Recall@k,12,0.006163920393014998
early_ATV,Recall@k,13,0.006606626188073601
early_ATV,Recall@k,14,0.0070306890406916685
early_ATV,Recall@k,15,0.0074553253697618865
early_ATV,Recall@k,16,0.007883615843155507
early_ATV,Recall@k,17,0.008310592227165518
early_ATV,Recall@k,18,0.008747077065755664
early_ATV,Recall@k,19,0.009170238001308954
early_ATV,Recall@k,20,0.009603701398275809
early_ATV,MRR@k,1,0.6576663452266153
early_ATV,MRR@k,2,0.7287849566055931
early_ATV,MRR@k,3,0.7470266795242705
early_ATV,MRR@k,4,0.7546207007393139
early_ATV,MRR@k,5,0.7585261973641928
early_ATV,MRR@k,6,0.759811957569914
early_ATV,MRR@k,7,0.7614650778344138
early_ATV,MRR@k,8,0.762429397988705
early_ATV,MRR@k,9,0.762965131407756
early_ATV,MRR@k,10,0.7633026434617576
early_ATV,MRR@k,11,0.7636752217031881
early_ATV,MRR@k,12,0.7639564817481898
early_ATV,MRR@k,13,0.764141927931707
early_ATV,MRR@k,14,0.764228027945483
early_ATV,MRR@k,15,0.7643405319634835
early_ATV,MRR@k,16,0.7644761394851808
early_ATV,MRR@k,17,0.7645612265576183
early_ATV,MRR@k,18,0.7646951599123809
early_ATV,MRR@k,19,0.7648474209893745
early_ATV,MRR@k,20,0.7649197450009464
early_ATV,nDCG@k,1,0.6576663452266153
early_ATV,nDCG@k,2,0.6483400962576065
early_ATV,nDCG@k,3,0.6407989003050762
early_ATV,nDCG@k,4,0.6376360177093736
early_ATV,nDCG@k,5,0.6347286864830438
early_ATV,nDCG@k,6,0.6315950005445476
early_ATV,nDCG@k,7,0.629350891693888
early_ATV,nDCG@k,8,0.6278017419143296
early_ATV,nDCG@k,9,0.6264012219345458
early_ATV,nDCG@k,10,0.6248782646669871
early_ATV,nDCG@k,11,0.6235723279463652
early_ATV,nDCG@k,12,0.6218868250444987
early_ATV,nDCG@k,13,0.6207115557900287
early_ATV,nDCG@k,14,0.6194961339480759
early_ATV,nDCG@k,15,0.6181338475624945
early_ATV,nDCG@k,16,0.6174109987980849
early_ATV,nDCG@k,17,0.616601658567349
early_ATV,nDCG@k,18,0.6156662102738515
early_ATV,nDCG@k,19,0.6147442736887755
early_ATV,nDCG@k,20,0.6139586305055381
early_ATV,Coverage@k,1,0.3789778206364513
early_ATV,Coverage@k,2,0.49397299903567987
early_ATV,Coverage@k,3,0.56099324975892
early_ATV,Coverage@k,4,0.6089681774349084
early_ATV,Coverage@k,5,0.6419961427193829
early_ATV,Coverage@k,6,0.6682738669238187
early_ATV,Coverage@k,7,0.6909353905496625
early_ATV,Coverage@k,8,0.7061234329797492
early_ATV,Coverage@k,9,0.7227579556412729
early_ATV,Coverage@k,10,0.7352941176470589
early_ATV,Coverage@k,11,0.7473481195756991
early_ATV,Coverage@k,12,0.7579556412729026
early_ATV,Coverage@k,13,0.7700096432015429
early_ATV,Coverage@k,14,0.7757955641272902
early_ATV,Coverage@k,15,0.7837512054001928
early_ATV,Coverage@k,16,0.7895371263259402
early_ATV,Coverage@k,17,0.7967695274831244
early_ATV,Coverage@k,18,0.8025554484088717
early_ATV,Coverage@k,19,0.8078592092574735
early_ATV,Coverage@k,20,0.8119575699132112
early_ATV,Pop@k,1,39.18683702989392
early_ATV,Pop@k,2,39.83678881388621
early_ATV,Pop@k,3,39.840565734490525
early_ATV,Pop@k,4,39.8904893924783
early_ATV,Pop@k,5,39.995949855351974
early_ATV,Pop@k,6,39.99975891996143
early_ATV,Pop@k,7,40.00378840060615
early_ATV,Pop@k,8,40.00455038572806
early_ATV,Pop@k,9,39.98462445087325
early_ATV,Pop@k,10,39.99021215043394
early_ATV,Pop@k,11,40.023340931007276
early_ATV,Pop@k,12,40.02655898424944
early_ATV,Pop@k,13,40.062384096135304
early_ATV,Pop@k,14,40.041655186664826
early_ATV,Pop@k,15,40.048280295724844
early_ATV,Pop@k,16,40.06952145612343
early_ATV,Pop@k,17,40.07724488059448
early_ATV,Pop@k,18,40.107401157184185
early_ATV,Pop@k,19,40.08994823123383
early_ATV,Pop@k,20,40.08060511089682
late_ATV,Precision@k,1,0.654291224686596
late_ATV,Precision@k,2,0.6363307618129219
late_ATV,Precision@k,3,0.6272099003535826
late_ATV,Precision@k,4,0.6229508196721312
late_ATV,Precision@k,5,0.6228061716489868
late_ATV,Precision@k,6,0.6198569591771133
late_ATV,Precision@k,7,0.6170960187353632
late_ATV,Precision@k,8,0.6148746383799422
late_ATV,Precision@k,9,0.6119414979106418
late_ATV,Precision@k,10,0.6094503375120591
late_ATV,Precision@k,11,0.6086394319277678
late_ATV,Precision@k,12,0.6084860173577626
late_ATV,Precision@k,13,0.6068726355611568
late_ATV,Precision@k,14,0.6061613169858102
late_ATV,Precision@k,15,0.6047251687560229
late_ATV,Precision@k,16,0.6031219864995179
late_ATV,Precision@k,17,0.6026717340745424
late_ATV,Precision@k,18,0.6015616629165313
late_ATV,Precision@k,19,0.6006699487387757
late_ATV,Precision@k,20,0.5996504339440699
late_ATV,Recall@k,1,0.0006676850304789206
late_ATV,Recall@k,2,0.0011879347120564141
late_ATV,Recall@k,3,0.0017194133681902538
late_ATV,Recall@k,4,0.002204028631855552
late_ATV,Recall@k,5,0.0026930323055460678
late_ATV,Recall@k,6,0.0032025707117870257
late_ATV,Recall@k,7,0.003714785794578932
late_ATV,Recall@k,8,0.00420317788072025
late_ATV,Recall@k,9,0.004645037433070625
late_ATV,Recall@k,10,0.0050720374175900465
late_ATV,Recall@k,11,0.005573838762593615
late_ATV,Recall@k,12,0.0060147689242351305
late_ATV,Recall@k,13,0.006470183847124038
late_ATV,Recall@k,14,0.006920393209977108
late_ATV,Recall@k,15,0.007365567242538636
late_ATV,Recall@k,16,0.007789716708742198
late_ATV,Recall@k,17,0.008243547245645945
late_ATV,Recall@k,18,0.008653556093469588
late_ATV,Recall@k,19,0.009081735337184151
late_ATV,Recall@k,20,0.009504682044169913
late_ATV,MRR@k,1,0.654291224686596
late_ATV,MRR@k,2,0.7250482160077145
late_ATV,MRR@k,3,0.7426470588235313
late_ATV,MRR@k,4,0.7506629701060771
late_ATV,MRR@k,5,0.7549541947926723
late_ATV,MRR@k,6,0.7569631951141119
late_ATV,MRR@k,7,0.7584441153510597
late_ATV,MRR@k,8,0.7591974904715997
late_ATV,MRR@k,9,0.759760010561603
late_ATV,MRR@k,10,0.7600975226156048
late_ATV,MRR@k,11,0.7605358499584642
late_ATV,MRR@k,12,0.7608572900098947
late_ATV,MRR@k,13,0.7610241915750603
late_ATV,MRR@k,14,0.7611275115915915
late_ATV,MRR@k,15,0.7612239436070205
late_ATV,MRR@k,16,0.7613896861335393
late_ATV,MRR@k,17,0.7615173167421954
late_ATV,MRR@k,18,0.7615441034131479
late_ATV,MRR@k,19,0.7616709876439759
late_ATV,MRR@k,20,0.7617553656574765
late_ATV,nDCG@k,1,0.654291224686596
late_ATV,nDCG@k,2,0.6403951137227721
late_ATV,nDCG@k,3,0.6330211174107881
late_ATV,nDCG@k,4,0.6291798168372131
late_ATV,nDCG@k,5,0.628267648005909
late_ATV,nDCG@k,6,0.625771601373794
late_ATV,nDCG@k,7,0.6234640287447109
late_ATV,nDCG@k,8,0.6215590550517383
late_ATV,nDCG@k,9,0.6192330660594975
late_ATV,nDCG@k,10,0.6171975835758463
late_ATV,nDCG@k,11,0.6162501598336108
late_ATV,nDCG@k,12,0.6157607013881042
late_ATV,nDCG@k,13,0.6143864418154655
late_ATV,nDCG@k,14,0.613599840791139
late_ATV,nDCG@k,15,0.6123836144736005
late_ATV,nDCG@k,16,0.6110589413439681
late_ATV,nDCG@k,17,0.6104858951864475
late_ATV,nDCG@k,18,0.6095011012478693
late_ATV,nDCG@k,19,0.6086649930262539
late_ATV,nDCG@k,20,0.6077555971252344
late_ATV,Coverage@k,1,0.38162970106075217
late_ATV,Coverage@k,2,0.5007232401157184
late_ATV,Coverage@k,3,0.5665380906460945
late_ATV,Coverage@k,4,0.6142719382835101
late_ATV,Coverage@k,5,0.650433944069431
late_ATV,Coverage@k,6,0.6750241080038573
late_ATV,Coverage@k,7,0.6984088717454194
late_ATV,Coverage@k,8,0.7167309546769528
late_ATV,Coverage@k,9,0.7324011571841852
late_ATV,Coverage@k,10,0.7446962391513983
late_ATV,Coverage@k,11,0.7557859209257474
late_ATV,Coverage@k,12,0.7656702025072324
late_ATV,Coverage@k,13,0.7741080038572806
late_ATV,Coverage@k,14,0.7830279652844745
late_ATV,Coverage@k,15,0.7914657666345226
late_ATV,Coverage@k,16,0.7989392478302797
late_ATV,Coverage@k,17,0.803519768563163
late_ATV,Coverage@k,18,0.8100289296046287
late_ATV,Coverage@k,19,0.8160559305689489
late_ATV,Coverage@k,20,0.8220829315332691
late_ATV,Pop@k,1,39.01229508196721
late_ATV,Pop@k,2,39.6321118611379
late_ATV,Pop@k,3,39.72412407585985
late_ATV,Pop@k,4,39.708654773384765
late_ATV,Pop@k,5,39.7466730954677
late_ATV,Pop@k,6,39.78692542590807
late_ATV,Pop@k,7,39.80865132938421
late_ATV,Pop@k,8,39.80816055930569
late_ATV,Pop@k,9,39.82727954569806
late_ATV,Pop@k,10,39.88247348119576
late_ATV,Pop@k,11,39.89166739721224
late_ATV,Pop@k,12,39.89794278367085
late_ATV,Pop@k,13,39.91997997181218
late_ATV,Pop@k,14,39.92636726821876
late_ATV,Pop@k,15,39.914721954355514
late_ATV,Pop@k,16,39.935496022179365
late_ATV,Pop@k,17,39.95644960009076
late_ATV,Pop@k,18,39.96093164041574
late_ATV,Pop@k,19,39.98101811906817
late_ATV,Pop@k,20,39.95983606557377
lyrics_lyrics,Precision@k,1,0.5414657666345226
lyrics_lyrics,Precision@k,2,0.5251928640308583
lyrics_lyrics,Precision@k,3,0.5227418836387024
lyrics_lyrics,Precision@k,4,0.5204918032786885
lyrics_lyrics,Precision@k,5,0.5202507232401123
lyrics_lyrics,Precision@k,6,0.5222195435551278
lyrics_lyrics,Precision@k,7,0.52131836341094
lyrics_lyrics,Precision@k,8,0.5222094985535197
lyrics_lyrics,Precision@k,9,0.5216168434587001
lyrics_lyrics,Precision@k,10,0.5204435872709743
lyrics_lyrics,Precision@k,11,0.5187384939072517
lyrics_lyrics,Precision@k,12,0.5188846030215367
lyrics_lyrics,Precision@k,13,0.5183591721682311
lyrics_lyrics,Precision@k,14,0.517461082793775
lyrics_lyrics,Precision@k,15,0.5167309546769501
lyrics_lyrics,Precision@k,16,0.5161071600771456
lyrics_lyrics,Precision@k,17,0.5150036871064723
lyrics_lyrics,Precision@k,18,0.5149603557269918
lyrics_lyrics,Precision@k,19,0.5151246003146733
lyrics_lyrics,Precision@k,20,0.5148505303760849
lyrics_lyrics,Recall@k,1,0.0004094968260229405
lyrics_lyrics,Recall@k,2,0.0008195004833546098
lyrics_lyrics,Recall@k,3,0.0012373189038588125
lyrics_lyrics,Recall@k,4,0.0016111813920459607
lyrics_lyrics,Recall@k,5,0.002011458365582748
lyrics_lyrics,Recall@k,6,0.0024204833280788807
lyrics_lyrics,Recall@k,7,0.002796185782112233
lyrics_lyrics,Recall@k,8,0.0031909459809339896
lyrics_lyrics,Recall@k,9,0.0035688815649250077
lyrics_lyrics,Recall@k,10,0.003953692530430868
lyrics_lyrics,Recall@k,11,0.004332067223962916
lyrics_lyrics,Recall@k,12,0.004713900354634334
lyrics_lyrics,Recall@k,13,0.005068425020123471
lyrics_lyrics,Recall@k,14,0.005439072100942547
lyrics_lyrics,Recall@k,15,0.0057879349533102266
lyrics_lyrics,Recall@k,16,0.006152489520709431
lyrics_lyrics,Recall@k,17,0.0064865919698865165
lyrics_lyrics,Recall@k,18,0.006854891024728973
lyrics_lyrics,Recall@k,19,0.007218731081251148
lyrics_lyrics,Recall@k,20,0.00758172457025305
lyrics_lyrics,MRR@k,1,0.5414657666345226
lyrics_lyrics,MRR@k,2,0.6210221793635486
lyrics_lyrics,MRR@k,3,0.6467373834779826
lyrics_lyrics,MRR@k,4,0.658490035358407
lyrics_lyrics,MRR@k,5,0.6642277402764387
lyrics_lyrics,MRR@k,6,0.6676832208293149
lyrics_lyrics,MRR@k,7,0.6693707810993249
lyrics_lyrics,MRR@k,8,0.6709378013500481
lyrics_lyrics,MRR@k,9,0.6717949748205295
lyrics_lyrics,MRR@k,10,0.6724217829208184
lyrics_lyrics,MRR@k,11,0.672750528427963
lyrics_lyrics,MRR@k,12,0.6732728685115376
lyrics_lyrics,MRR@k,13,0.6735324931684619
lyrics_lyrics,MRR@k,14,0.6739113332290761
lyrics_lyrics,MRR@k,15,0.6741202692625058
lyrics_lyrics,MRR@k,16,0.6743462817986678
lyrics_lyrics,MRR@k,17,0.6744880935860634
lyrics_lyrics,MRR@k,18,0.6745818469343974
lyrics_lyrics,MRR@k,19,0.6746833543190596
lyrics_lyrics,MRR@k,20,0.6747797863344889
lyrics_lyrics,nDCG@k,1,0.5414657666345226
lyrics_lyrics,nDCG@k,2,0.5288753305263568
lyrics_lyrics,nDCG@k,3,0.5262859894996379
lyrics_lyrics,nDCG@k,4,0.5241769258435903
lyrics_lyrics,nDCG@k,5,0.5235352644260828
lyrics_lyrics,nDCG@k,6,0.5244545313716418
lyrics_lyrics,nDCG@k,7,0.5236717524021667
lyrics_lyrics,nDCG@k,8,0.5240528265535456
lyrics_lyrics,nDCG@k,9,0.5235449966199303
lyrics_lyrics,nDCG@k,10,0.5226758911618226
lyrics_lyrics,nDCG@k,11,0.521461885133665
lyrics_lyrics,nDCG@k,12,0.5214104092861677
lyrics_lyrics,nDCG@k,13,0.5209515340120301
lyrics_lyrics,nDCG@k,14,0.5202603192435171
lyrics_lyrics,nDCG@k,15,0.5196743195266024
lyrics_lyrics,nDCG@k,16,0.5191569747268137
lyrics_lyrics,nDCG@k,17,0.5183332631490434
lyrics_lyrics,nDCG@k,18,0.5181870799008517
lyrics_lyrics,nDCG@k,19,0.5181842502593983
lyrics_lyrics,nDCG@k,20,0.5179087834329199
lyrics_lyrics,Coverage@k,1,0.5882352941176471
lyrics_lyrics,Coverage@k,2,0.7704918032786885
lyrics_lyrics,Coverage@k,3,0.8488428158148505
lyrics_lyrics,Coverage@k,4,0.8927193828351012
lyrics_lyrics,Coverage@k,5,0.9192381870781099
lyrics_lyrics,Coverage@k,6,0.9346673095467696
lyrics_lyrics,Coverage@k,7,0.9474445515911283
lyrics_lyrics,Coverage@k,8,0.9549180327868853
lyrics_lyrics,Coverage@k,9,0.9616682738669238
lyrics_lyrics,Coverage@k,10,0.9662487945998072
lyrics_lyrics,Coverage@k,11,0.9703471552555448
lyrics_lyrics,Coverage@k,12,0.9732401157184185
lyrics_lyrics,Coverage@k,13,0.976374156219865
lyrics_lyrics,Coverage@k,14,0.9780617164898746
lyrics_lyrics,Coverage@k,15,0.9814368370298939
lyrics_lyrics,Coverage@k,16,0.9836065573770492
lyrics_lyrics,Coverage@k,17,0.9848119575699132
lyrics_lyrics,Coverage@k,18,0.9869816779170685
lyrics_lyrics,Coverage@k,19,0.9891513982642237
lyrics_lyrics,Coverage@k,20,0.990115718418515
lyrics_lyrics,Pop@k,1,35.728302796528446
lyrics_lyrics,Pop@k,2,35.661644165863066
lyrics_lyrics,Pop@k,3,35.592414014786236
lyrics_lyrics,Pop@k,4,35.557316779170684
lyrics_lyrics,Pop@k,5,35.52160077145612
lyrics_lyrics,Pop@k,6,35.51884442301511
lyrics_lyrics,Pop@k,7,35.51077972172476
lyrics_lyrics,Pop@k,8,35.48683100289296
lyrics_lyrics,Pop@k,9,35.486151291117544
lyrics_lyrics,Pop@k,10,35.4705400192864
lyrics_lyrics,Pop@k,11,35.477930218287014
lyrics_lyrics,Pop@k,12,35.48099485695918
lyrics_lyrics,Pop@k,13,35.48703731177213
lyrics_lyrics,Pop@k,14,35.48612067777931
lyrics_lyrics,Pop@k,15,35.46565413050466
lyrics_lyrics,Pop@k,16,35.46153266634523
lyrics_lyrics,Pop@k,17,35.45138691928073
lyrics_lyrics,Pop@k,18,35.451596485588766
lyrics_lyrics,Pop@k,19,35.47331624625692
lyrics_lyrics,Pop@k,20,35.450470106075215
audio_audio,Precision@k,1,0.5465284474445516
audio_audio,Precision@k,2,0.5456846673095468
audio_audio,Precision@k,3,0.550305368048861
audio_audio,Precision@k,4,0.5506268081002893
audio_audio,Precision@k,5,0.5477338476374106
audio_audio,Precision@k,6,0.5474525875924134
audio_audio,Precision@k,7,0.546838407494149
audio_audio,Precision@k,8,0.5453531822565092
audio_audio,Precision@k,9,0.5435551269688269
audio_audio,Precision@k,10,0.5422613307618113
audio_audio,Precision@k,11,0.5424300867888145
audio_audio,Precision@k,12,0.542470266795241
audio_audio,Precision@k,13,0.5426340775906766
audio_audio,Precision@k,14,0.5416379666620756
audio_audio,Precision@k,15,0.5407264545162279
audio_audio,Precision@k,16,0.5403658389585342
audio_audio,Precision@k,17,0.5395796698621607
audio_audio,Precision@k,18,0.5400594664095165
audio_audio,Precision@k,19,0.5399431558645926
audio_audio,Precision@k,20,0.5399951783992261
audio_audio,Recall@k,1,0.00037294451286495114
audio_audio,Recall@k,2,0.0007334517590353384
audio_audio,Recall@k,3,0.0011326267355637346
audio_audio,Recall@k,4,0.001521000268416711
audio_audio,Recall@k,5,0.0018739302211262057
audio_audio,Recall@k,6,0.002245087912720129
audio_audio,Recall@k,7,0.002602721515823883
audio_audio,Recall@k,8,0.0029463560904980234
audio_audio,Recall@k,9,0.003287958224112636
audio_audio,Recall@k,10,0.0036188528962256914
audio_audio,Recall@k,11,0.003983414351011693
audio_audio,Recall@k,12,0.004331024785663591
audio_audio,Recall@k,13,0.004673183036146302
audio_audio,Recall@k,14,0.005013617189324481
audio_audio,Recall@k,15,0.005372129091936803
audio_audio,Recall@k,16,0.00574098453936844
audio_audio,Recall@k,17,0.006075651092065853
audio_audio,Recall@k,18,0.006444354758959897
audio_audio,Recall@k,19,0.006812147502547442
audio_audio,Recall@k,20,0.007160883343441062
audio_audio,MRR@k,1,0.5465284474445516
audio_audio,MRR@k,2,0.6316297010607522
audio_audio,MRR@k,3,0.6574252651880436
audio_audio,MRR@k,4,0.667128736740599
audio_audio,MRR@k,5,0.6719503375120542
audio_audio,MRR@k,6,0.6748834779813565
audio_audio,MRR@k,7,0.676502158240346
audio_audio,MRR@k,8,0.6775267484042804
audio_audio,MRR@k,9,0.6784107085457143
audio_audio,MRR@k,10,0.6789651926344316
audio_audio,MRR@k,11,0.6796007672815776
audio_audio,MRR@k,12,0.6800025673458656
audio_audio,MRR@k,13,0.6802621920027901
audio_audio,MRR@k,14,0.6806238120606494
audio_audio,MRR@k,15,0.6807845320863645
audio_audio,MRR@k,16,0.6809954771201157
audio_audio,MRR@k,17,0.6810663830138135
audio_audio,MRR@k,18,0.6812404963750052
audio_audio,MRR@k,19,0.681367380605833
audio_audio,MRR@k,20,0.6814879206251195
audio_audio,nDCG@k,1,0.5465284474445516
audio_audio,nDCG@k,2,0.5458756100167212
audio_audio,nDCG@k,3,0.5490834021759532
audio_audio,nDCG@k,4,0.5495050199831965
audio_audio,nDCG@k,5,0.5477543487711967
audio_audio,nDCG@k,6,0.5475702382766069
audio_audio,nDCG@k,7,0.547165536809685
audio_audio,nDCG@k,8,0.5461913307769088
audio_audio,nDCG@k,9,0.5449870220134623
audio_audio,nDCG@k,10,0.544072800377519
audio_audio,nDCG@k,11,0.5440753943971067
audio_audio,nDCG@k,12,0.5440136738272151
audio_audio,nDCG@k,13,0.5440424201261373
audio_audio,nDCG@k,14,0.5433420620703
audio_audio,nDCG@k,15,0.5426869962702686
audio_audio,nDCG@k,16,0.5423780021793051
audio_audio,nDCG@k,17,0.5417975928208265
audio_audio,nDCG@k,18,0.542028697461101
audio_audio,nDCG@k,19,0.5418888052182471
audio_audio,nDCG@k,20,0.5418611903845474
audio_audio,Coverage@k,1,0.5959498553519769
audio_audio,Coverage@k,2,0.7791706846673095
audio_audio,Coverage@k,3,0.8565573770491803
